joy,0,http://emojipedia-us.s3.amazonaws.com/cache/10/23/1023dadec62a19f3da7ab80778232712.png
heart,1,http://emojipedia-us.s3.amazonaws.com/cache/91/97/9197d274ef165019c8f64a46e6cbe9ec.png
sob,2,http://emojipedia-us.s3.amazonaws.com/cache/d1/05/d105af4befebeaee728ed779484b4300.png
heart_eyes,3,http://emojipedia-us.s3.amazonaws.com/cache/b5/1c/b51c813ae70bb9822e89ba87440392df.png
blush,4,http://emojipedia-us.s3.amazonaws.com/cache/92/ed/92eddc7180737357aa52a876a82f748c.png
weary,5,http://emojipedia-us.s3.amazonaws.com/cache/ef/bb/efbb6d22f13fd5590e5a34d3cd8bd040.png
two_hearts,6,http://emojipedia-us.s3.amazonaws.com/cache/e3/87/e387d634f8b1c2762d27fcf780afc5b9.png
kissing_heart,7,http://emojipedia-us.s3.amazonaws.com/cache/ee/7b/ee7b3db2d67e52d1cdc6706577017e72.png
fire,8,http://emojipedia-us.s3.amazonaws.com/cache/31/21/3121d7c3bebb2fa09d66a3f72b41026a.png
100,9,http://emojipedia-us.s3.amazonaws.com/cache/67/90/67905e834ae76748cbf8d6398e092f82.png
pray,10,http://emojipedia-us.s3.amazonaws.com/cache/e8/27/e827de5881c68974b9f625bc64d1641e.png
raised_hands,11,http://emojipedia-us.s3.amazonaws.com/cache/5f/1b/5f1bb2a637fdfb7e5f4911cad619bd03.png
ok_hand,12,http://emojipedia-us.s3.amazonaws.com/cache/cb/5c/cb5ca1c419ef5ce596966afd90595a6d.png
clap,13,http://emojipedia-us.s3.amazonaws.com/cache/b0/d3/b0d37c0e00b32261319918cb63693fef.png
+1,14,http://emojipedia-us.s3.amazonaws.com/cache/34/19/34194c8c0b6ed775be27e341bad3ea55.png
skull,15,http://emojipedia-us.s3.amazonaws.com/cache/c6/f1/c6f12578ca04c88a62d1dfc3834e9a7d.png
sparkles,16,http://emojipedia-us.s3.amazonaws.com/cache/fc/10/fc10f8fc87254cf3bd87332ab8132289.png
relaxed,17,http://emojipedia-us.s3.amazonaws.com/cache/e5/0a/e50a20095f568da66595c9126e411453.png
blue_heart,18,http://emojipedia-us.s3.amazonaws.com/cache/5f/4e/5f4e61fab5d012918cdcc6de6aa9e19f.png
tada,19,http://emojipedia-us.s3.amazonaws.com/cache/af/05/af059514633918ae891a711d1eecc31c.png
sparkling_heart,20,http://emojipedia-us.s3.amazonaws.com/cache/4e/61/4e61d7efb900d2ad2191e78a3c56bd3c.png
unamused,21,http://emojipedia-us.s3.amazonaws.com/cache/6d/96/6d96631bf73562fea8d80624ee86690e.png
wink,22,http://emojipedia-us.s3.amazonaws.com/cache/b9/24/b9247cb2ef2b835118c11e4e91e87b8f.png
eyes,23,http://emojipedia-us.s3.amazonaws.com/cache/e1/ee/e1ee11eb7fdb142c360e8380f8b282e2.png
sweat_smile,24,http://emojipedia-us.s3.amazonaws.com/cache/78/af/78af557b1e544b7b821731a2fd590137.png
sunglasses,25,http://emojipedia-us.s3.amazonaws.com/cache/92/3d/923da9617c1f0217d8b3f1b2876f85cb.png
grin,26,http://emojipedia-us.s3.amazonaws.com/cache/89/24/89244d11cd859034859c56aff2d7442e.png
purple_heart,27,http://emojipedia-us.s3.amazonaws.com/cache/a1/df/a1dfd0514522a314594f8e21f4e27d15.png
cry,28,http://emojipedia-us.s3.amazonaws.com/cache/15/3b/153b3259cd8d4955375c067283967c54.png
relieved,29,http://emojipedia-us.s3.amazonaws.com/cache/16/5d/165d39b6847223fe47de0f0ba165a3f8.png
smirk,30,http://emojipedia-us.s3.amazonaws.com/cache/ad/73/ad73211087d3fc0881a9a74d573b1a27.png
heartpulse,31,http://emojipedia-us.s3.amazonaws.com/cache/f8/28/f82824731c4835c2aa4ea9601b8f2059.png
muscle,32,http://emojipedia-us.s3.amazonaws.com/cache/9c/36/9c365c22f97df7b1c61cf59dbc530e5e.png
flushed,33,http://emojipedia-us.s3.amazonaws.com/cache/17/08/1708d798d5d38183fee495f8fee700f4.png
sleeping,34,http://emojipedia-us.s3.amazonaws.com/cache/dc/6c/dc6c7576c403b95e382f156b48ed97db.png
pensive,35,http://emojipedia-us.s3.amazonaws.com/cache/0b/18/0b187927ad17cf4804ca91ca1108cf99.png
smiling_imp,36,http://emojipedia-us.s3.amazonaws.com/cache/37/d9/37d9e69c30cc159891c4bb323d8cbaf8.png
notes,37,http://emojipedia-us.s3.amazonaws.com/cache/d2/21/d2218366fc92e5e40c37b7de9cf15a4f.png
hankey,38,http://emojipedia-us.s3.amazonaws.com/cache/da/29/da29543133af46ab9506b3a0fcce7b18.png
yellow_heart,39,http://emojipedia-us.s3.amazonaws.com/cache/0f/dd/0fddf16e8357ae273a30008a6a63690a.png
revolving_hearts,40,http://emojipedia-us.s3.amazonaws.com/cache/70/b9/70b926f9b6413f3969ea2cd342d5a791.png
stuck_out_tongue_winking_eye,41,http://emojipedia-us.s3.amazonaws.com/cache/82/d3/82d3f7555da7268d194fb21df056ba47.png
yum,42,http://emojipedia-us.s3.amazonaws.com/cache/79/00/79007a0b27068f21b4729ccd100d9010.png
see_no_evil,43,http://emojipedia-us.s3.amazonaws.com/cache/ec/96/ec96cd41f94c3105a53771d51e7a09d3.png
v,44,http://emojipedia-us.s3.amazonaws.com/cache/7a/c6/7ac609d6ba21987f625ed33950da8aae.png
broken_heart,45,http://emojipedia-us.s3.amazonaws.com/cache/14/23/142356109f9678f6154900fdeb6a04a3.png
heartbeat,46,http://emojipedia-us.s3.amazonaws.com/cache/4c/4e/4c4e34c5514bd02b3760aea900321888.png
expressionless,47,http://emojipedia-us.s3.amazonaws.com/cache/a5/46/a54618561c966dfd080de0398f516048.png
smile,48,http://emojipedia-us.s3.amazonaws.com/cache/91/01/91019eb02405b1e86e4c10ae92ad4409.png
stuck_out_tongue,49,http://emojipedia-us.s3.amazonaws.com/cache/35/da/35dac95184b5b0bfa493406559fb7c1d.png
cupid,50,http://emojipedia-us.s3.amazonaws.com/cache/3e/37/3e371722ee4e25683a03148b1dea8a55.png
confused,51,http://emojipedia-us.s3.amazonaws.com/cache/c6/0d/c60d4663431e26e1a8467e716462a320.png
grinning,52,http://emojipedia-us.s3.amazonaws.com/cache/0f/71/0f716ab7dd220b19cbfd5f5890ebe8cb.png
hearts,53,http://emojipedia-us.s3.amazonaws.com/cache/63/ff/63ff9f080df73a148e5fc2ce16afdbdc.png
camera,54,http://emojipedia-us.s3.amazonaws.com/cache/07/3d/073d5273da322c1be9115eb7d350ab88.png
grimacing,55,http://emojipedia-us.s3.amazonaws.com/cache/10/81/10817b9f82e856b7cdf4592fea32759a.png
kiss,56,http://emojipedia-us.s3.amazonaws.com/cache/9e/b2/9eb222774e6d8537005436389df54662.png
sleepy,57,http://emojipedia-us.s3.amazonaws.com/cache/8b/b6/8bb6ad6b53639cf6c6c69f12c5e4efcf.png
bangbang,58,http://emojipedia-us.s3.amazonaws.com/cache/be/c7/bec7525eb42b3443520d14b1b80a4707.png
scream,59,http://emojipedia-us.s3.amazonaws.com/cache/ee/80/ee807de19eb61a3927595dabea945142.png
innocent,60,http://emojipedia-us.s3.amazonaws.com/cache/cc/39/cc39fc1ab9409a20fea09cbf158618d7.png
tired_face,61,http://emojipedia-us.s3.amazonaws.com/cache/1b/55/1b556e7026fe5b658128514eb93d833e.png
disappointed,62,http://emojipedia-us.s3.amazonaws.com/cache/d3/00/d3007453f68f45a9e5be89ef70127a2c.png
heart_eyes_cat,63,http://emojipedia-us.s3.amazonaws.com/cache/8d/3b/8d3b21135df943abb4a473cd69c92cc4.png
neutral_face,64,http://emojipedia-us.s3.amazonaws.com/cache/cc/ee/ccee6eef2faa53c12fde1bacaf76278c.png
facepunch,65,http://emojipedia-us.s3.amazonaws.com/cache/ef/a3/efa33beceed0e8d7a6d1b0177831a0e3.png
laughing,66,http://emojipedia-us.s3.amazonaws.com/cache/3f/19/3f1944a8ee6a6e96759d7e21b9ee358c.png
triumph,67,http://emojipedia-us.s3.amazonaws.com/cache/e2/1e/e21e50d4e02a82cec55eb668474d59ce.png
green_heart,68,http://emojipedia-us.s3.amazonaws.com/cache/72/d5/72d59e41f02e779c33da2456e99b9407.png
rage,69,http://emojipedia-us.s3.amazonaws.com/cache/aa/0d/aa0df8c03f8f383a7a8bf008449d1d24.png
copyright,70,http://emojipedia-us.s3.amazonaws.com/cache/2b/48/2b48a3e75e87a666960e75beb197f017.png
fist,71,http://emojipedia-us.s3.amazonaws.com/cache/03/21/0321d3998ffe2594f93db1066e0745af.png
stuck_out_tongue_closed_eyes,72,http://emojipedia-us.s3.amazonaws.com/cache/78/f6/78f657b5596a2b4891d33ae4427022d7.png
zap,73,http://emojipedia-us.s3.amazonaws.com/cache/ca/af/caaf0bd49d58adff7a476334136c3a98.png
information_desk_person,74,http://emojipedia-us.s3.amazonaws.com/cache/ed/f4/edf4b0dab5b15cfe2e6747a97e58db6e.png
dancer,75,http://emojipedia-us.s3.amazonaws.com/cache/a3/e1/a3e1b56c21cf0ef5fb861513b0e2b3ae.png
crown,76,http://emojipedia-us.s3.amazonaws.com/cache/e3/d9/e3d9d386b9e62314cd1319d1aba70c8a.png
point_right,77,http://emojipedia-us.s3.amazonaws.com/cache/60/02/60025203d784fa8cbf1a08059a326d64.png
smiley,78,http://emojipedia-us.s3.amazonaws.com/cache/2b/b3/2bb365f6f875e316aed3a7be07b1cec5.png
mask,79,http://emojipedia-us.s3.amazonaws.com/cache/e2/c7/e2c7acc968603f767fad86794fada846.png
rose,80,http://emojipedia-us.s3.amazonaws.com/cache/83/f9/83f9caa6fa53cb6ceefc70eaa4d75f6e.png
point_down,81,http://emojipedia-us.s3.amazonaws.com/cache/db/b9/dbb968f21c97cb0ce340accdd266c3be.png
sweat_drops,82,http://emojipedia-us.s3.amazonaws.com/cache/f9/48/f9483fc8753bb63fbf83845f5d3b75ea.png
tongue,83,http://emojipedia-us.s3.amazonaws.com/cache/fd/4b/fd4bf4051777885daf6912f1d63034d4.png
balloon,84,http://emojipedia-us.s3.amazonaws.com/cache/8b/b7/8bb7633ee3db8a53890a3429bf530e7e.png
football,85,http://emojipedia-us.s3.amazonaws.com/cache/f7/b9/f7b99f4dbbc9a1b2c4d3f0f05e09c7e0.png
cherry_blossom,86,http://emojipedia-us.s3.amazonaws.com/cache/f0/27/f027d53bb84b60777730b263e930cf7f.png
boom,87,http://emojipedia-us.s3.amazonaws.com/cache/a5/ec/a5ec14cd5171973862b31c11fd929e14.png
new_moon_with_face,88,http://emojipedia-us.s3.amazonaws.com/cache/4a/f2/4af2f91e64948d20fa43dac28fd666e3.png
arrow_right,89,http://emojipedia-us.s3.amazonaws.com/cache/ed/17/ed17ce9d20cb2a492570149bc2fdc06e.png
headphones,90,http://emojipedia-us.s3.amazonaws.com/cache/e1/84/e184e038b6523d8e54a72b6a77edc0ce.png
us,91,http://emojipedia-us.s3.amazonaws.com/cache/04/3b/043b54ea21d4feb00d6ac6d93c44328d.png
kissing_closed_eyes,92,http://emojipedia-us.s3.amazonaws.com/cache/10/94/1094143e8c76b6a0f9f3058b3a8da41a.png
heavy_check_mark,93,http://emojipedia-us.s3.amazonaws.com/cache/97/46/9746d98248ff4f10026f5b42f981e0be.png
soccer,94,http://emojipedia-us.s3.amazonaws.com/cache/5e/8f/5e8f31ea554cbf0c5ac01ccf10b8de55.png
registered,95,http://emojipedia-us.s3.amazonaws.com/cache/57/8e/578e4ec893e097925f4c3e5e0f0daf27.png
disappointed_relieved,96,http://emojipedia-us.s3.amazonaws.com/cache/8c/20/8c20a83b5e4d80dcd857488a8f9393ad.png
exclamation,97,http://emojipedia-us.s3.amazonaws.com/cache/97/c0/97c06232e6615a7f8e97c6d233b02f42.png
persevere,98,http://emojipedia-us.s3.amazonaws.com/cache/f5/c2/f5c2ac0a1c28c86973a2198ddfbb6739.png
speak_no_evil,99,http://emojipedia-us.s3.amazonaws.com/cache/ed/29/ed290c275779f675f6c9f945f9f7c375.png
joy_cat,100,http://emojipedia-us.s3.amazonaws.com/cache/91/97/9197d274ef165019c8f64a46e6cbe9ec.png
tm,101,http://emojipedia-us.s3.amazonaws.com/cache/8f/2c/8f2cb776e404be8a22518a6975a4a9d9.png
coffee,102,http://emojipedia-us.s3.amazonaws.com/cache/fb/d4/fbd4a4fdffa77c42e486c6b7830019a2.png
wave,103,http://emojipedia-us.s3.amazonaws.com/cache/f0/03/f00393c6005853f2cc14d0056e9e4d96.png
moneybag,104,http://emojipedia-us.s3.amazonaws.com/cache/12/fb/12fbb6f4b96a607e093864a2cb90079d.png
snowflake,105,http://emojipedia-us.s3.amazonaws.com/cache/b3/29/b3295a34db6651f0ec03cdb90dda593c.png
sweat,106,http://emojipedia-us.s3.amazonaws.com/cache/ec/51/ec51aaa3d03b9b6dddc1027229fcd684.png
dog,107,http://emojipedia-us.s3.amazonaws.com/cache/2a/8e/2a8e7bab1ec69201a6e0b0344aa5cbf9.png
basketball,108,http://emojipedia-us.s3.amazonaws.com/cache/70/95/709522ead436d1f86b4784071ebfae01.png
dizzy,109,http://emojipedia-us.s3.amazonaws.com/cache/7c/51/7c51f35cf070d55c93fa53aa561561a6.png
zzz,110,http://emojipedia-us.s3.amazonaws.com/cache/c8/eb/c8eb978d2a137083b4ba22387af7045a.png
ghost,111,http://emojipedia-us.s3.amazonaws.com/cache/b5/f4/b5f46d761449c12aa42611d07035edde.png
rotating_light,112,http://emojipedia-us.s3.amazonaws.com/cache/2d/cf/2dcf5c7f300b90e056b2263cf0142b93.png
sunny,113,http://emojipedia-us.s3.amazonaws.com/cache/9a/63/9a63884dc030cd9bf3e91982abb71fe6.png
star2,114,http://emojipedia-us.s3.amazonaws.com/cache/8c/67/8c67e865d2768b98766e481edb62b13a.png
no_mouth,115,http://emojipedia-us.s3.amazonaws.com/cache/d7/1d/d71d1131dc5e0e9495e206faeabe2375.png
birthday,116,http://emojipedia-us.s3.amazonaws.com/cache/d1/10/d1103211462c526dba64b3140b30da6f.png
money_with_wings,117,http://emojipedia-us.s3.amazonaws.com/cache/a8/0f/a80fab9a5a8763c431dbdedf9bfb8721.png
nail_care,118,http://emojipedia-us.s3.amazonaws.com/cache/9a/6c/9a6cbf11eaaeef1470bc68e075c1db07.png
beers,119,http://emojipedia-us.s3.amazonaws.com/cache/20/fc/20fc20bb78669d0ce61fd1d20eb9d98a.png
microphone,120,http://emojipedia-us.s3.amazonaws.com/cache/c9/13/c913cbd0955f333738c8e4dd173d3196.png
fallen_leaf,121,http://emojipedia-us.s3.amazonaws.com/cache/be/91/be913ec8ceeeb1f9f70dc65b4ba6ea3b.png
raising_hand,122,http://emojipedia-us.s3.amazonaws.com/cache/26/bb/26bbfc34631c0efa12c8adb24a6b962b.png
confounded,123,http://emojipedia-us.s3.amazonaws.com/cache/55/ba/55ba509f7a88324a96d80a672374c298.png
christmas_tree,124,http://emojipedia-us.s3.amazonaws.com/cache/8f/40/8f4087b5736c184c939a5cd8f18a935a.png
trophy,125,http://emojipedia-us.s3.amazonaws.com/cache/e6/e1/e6e172f274fc86e8115b67ac3a582c5c.png
